property	label	certainty	concept	collection	sources	quid	relation	question	prop_pos	concept_pos	prop_neg	concept_neg	example_pos	example_neg
warm	pos	not_certain	sun	perceptual	conceptnet	a89812c1-1617-4999-911f-82fd8bb50202	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``sun' because warm is one of the typical qualities of (a/an) sun'.	heavy	rock	green	raspberry	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.
warm	pos	not_certain	sun	perceptual	conceptnet	cde52719-f43b-4972-853f-f609a7313544	variability_limited	You can find (a/an) sun which is warm. (A/an) sun is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	not_certain	sun	perceptual	conceptnet	07bdfcbc-137b-4fb1-b02a-ebce03e5068a	variability_open	You can find (a/an) sun which is warm. (A/an) sun is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	pos	not_certain	sun	perceptual	conceptnet	b4149e67-d47f-4951-acc7-72faa92cd0cc	creative	I could say (a/an) sun is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	pos	not_certain	sun	perceptual	conceptnet	27296c85-fdb8-436e-87ae-b4cb7a5def79	rare	I think (a/an) sun can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	pos	not_certain	sun	perceptual	conceptnet	eaeb9bac-097a-41d1-8461-e0f7ba5cb56c	impossible	I think it is impossible for (a/an) sun to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	pos	not_certain	sun	perceptual	conceptnet	7dce8c89-9e69-4830-9935-bd618021b8c6	unusual	Usually, (a/an) sun is not warm, but there could be a highly unusual situation in which (a/an) sun is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	pos	not_certain	shawl	perceptual	cslb	7f3025ed-73bf-46a6-af11-24cf092d030a	implied_category	I know that (a/an) shawl is warm as most or all other things similar to (a/an) shawl are warm. 	sweet	chocoloate_bar	white	dress	I know that (a/an) chocoloate_bar is sweet as most or all other things similar to (a/an) chocoloate_bar are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
warm	pos	not_certain	shawl	perceptual	cslb	47cc3649-3bdc-495f-bf12-e5cc6763e840	typical_of_property	``Shawl'' is one of the first things which come to mind when I hear ``warm' because (a/an) shawl is a typical example of things which are warm'. 	colorful	rainbow	white	dress	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 
warm	pos	not_certain	shawl	perceptual	cslb	40ebbd28-ef6b-442e-8cf5-efae9d7a1c9a	affording_activity	I know that being warm is necessary for many things (a/an) shawl does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
warm	pos	not_certain	shawl	perceptual	cslb	e59907d3-52e9-4b32-aac0-1ee79a333a27	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``shawl' because warm is one of the typical qualities of (a/an) shawl'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
warm	pos	not_certain	shawl	perceptual	cslb	972d7814-6408-4296-a82f-48181fc444c7	variability_limited	You can find (a/an) shawl which is warm. (A/an) shawl is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	not_certain	shawl	perceptual	cslb	46a2336e-f63e-4efb-8379-dfbf1d1c5ee3	variability_open	You can find (a/an) shawl which is warm. (A/an) shawl is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	pos	not_certain	shawl	perceptual	cslb	3ab5ca8e-1e61-4ae2-b017-28dbb740dd73	creative	I could say (a/an) shawl is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	pos	not_certain	shawl	perceptual	cslb	28f60ab1-92d0-4390-8a99-d3691486633c	rare	I think (a/an) shawl can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	pos	not_certain	shawl	perceptual	cslb	1176ec6c-998d-4f9b-a87b-d27458e462c0	impossible	I think it is impossible for (a/an) shawl to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	pos	not_certain	shawl	perceptual	cslb	5e337399-e8fc-4aaa-8f3d-a2c2b87e74bf	unusual	Usually, (a/an) shawl is not warm, but there could be a highly unusual situation in which (a/an) shawl is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	pos	certain	bed	perceptual	cslb mcrae	62a5ba48-e3f1-43df-8626-59ad892416f3	implied_category	I know that (a/an) bed is warm as most or all other things similar to (a/an) bed are warm. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
warm	pos	certain	bed	perceptual	cslb mcrae	15916a8b-8fa1-4d94-8d39-01659076d146	typical_of_property	``Bed'' is one of the first things which come to mind when I hear ``warm' because (a/an) bed is a typical example of things which are warm'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
warm	pos	certain	bed	perceptual	cslb mcrae	259128d4-3bf4-40b4-bebd-bff2b608c770	affording_activity	I know that being warm is necessary for many things (a/an) bed does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	pos	certain	bed	perceptual	cslb mcrae	d1a547d5-309f-4562-976f-008ad899f74b	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``bed' because warm is one of the typical qualities of (a/an) bed'.	heavy	rock	bright	mug	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Bright'' is one for the first things which come to mind when I hear ``mug' because bright is one of the typical appearances of (a/an) mug'.
warm	pos	certain	bed	perceptual	cslb mcrae	010e15ec-90d5-4b63-8392-775cb7e87419	variability_limited	You can find (a/an) bed which is warm. (A/an) bed is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	certain	bed	perceptual	cslb mcrae	5ac0367a-cb6c-4179-85f1-cb4e6f38b26a	variability_open	You can find (a/an) bed which is warm. (A/an) bed is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	pos	not_certain	glove	perceptual	cslb	94a8a597-efb7-4ad6-8f91-5c879602733a	implied_category	I know that (a/an) glove is warm as most or all other things similar to (a/an) glove are warm. 	sweet	chocoloate_bar	white	dress	I know that (a/an) chocoloate_bar is sweet as most or all other things similar to (a/an) chocoloate_bar are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
warm	pos	not_certain	glove	perceptual	cslb	56c63d05-19c1-427d-bc30-0dac546c9ea4	typical_of_property	``Glove'' is one of the first things which come to mind when I hear ``warm' because (a/an) glove is a typical example of things which are warm'. 	light	feather	bright	mug	``Feather'' is one of the first things which come to mind when I hear ``light' because (a/an) feather is a typical example of things which are light'. 	``Mug'' is one of the first things which come to mind when I hear ``bright' because (a/an) mug is a typical example of things which are bright'. 
warm	pos	not_certain	glove	perceptual	cslb	fa181c0b-7901-4952-af8e-2a86fac18dc5	affording_activity	I know that being warm is necessary for many things (a/an) glove does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
warm	pos	not_certain	glove	perceptual	cslb	e76415a3-5f7d-47ab-933a-b761869be048	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``glove' because warm is one of the typical qualities of (a/an) glove'.	heavy	rock	green	raspberry	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.
warm	pos	not_certain	glove	perceptual	cslb	68f4d0c3-962b-476b-9089-a8920efd9ab1	variability_limited	You can find (a/an) glove which is warm. (A/an) glove is usually either warm or not warm. It cannot be a bit more or less warm.	frozen	pea	salty	soup	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.
warm	pos	not_certain	glove	perceptual	cslb	b5848898-3b8c-4038-8fa2-7a7c66f8fee4	variability_open	You can find (a/an) glove which is warm. (A/an) glove is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	pos	not_certain	glove	perceptual	cslb	877a3848-a306-4baf-9182-53de6b03c780	creative	I could say (a/an) glove is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	pos	not_certain	glove	perceptual	cslb	1910c3b6-2c18-4bba-8037-52cd25658e18	rare	I think (a/an) glove can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	pos	not_certain	glove	perceptual	cslb	a275f3e5-9dd1-4151-81a1-c2fdddf3da46	impossible	I think it is impossible for (a/an) glove to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	pos	not_certain	glove	perceptual	cslb	6bc00f36-fe9e-43ae-bd04-064af081a2b1	unusual	Usually, (a/an) glove is not warm, but there could be a highly unusual situation in which (a/an) glove is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	f087ae4b-b21e-4f92-addc-bf9bfec5bc89	implied_category	I know that (a/an) jacket is warm as most or all other things similar to (a/an) jacket are warm. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	9c62925e-04e1-4071-882f-24a476b28322	typical_of_property	``Jacket'' is one of the first things which come to mind when I hear ``warm' because (a/an) jacket is a typical example of things which are warm'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	a2d934bf-b986-4ede-a128-78fed9455361	affording_activity	I know that being warm is necessary for many things (a/an) jacket does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	3fa06840-7722-4676-82a0-9abb7a794622	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``jacket' because warm is one of the typical qualities of (a/an) jacket'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	6e8769e4-e6a3-40f3-9074-8205fddd05ec	variability_limited	You can find (a/an) jacket which is warm. (A/an) jacket is usually either warm or not warm. It cannot be a bit more or less warm.	liquid	substance	sharp	knife	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	1bb30eb0-187b-415b-a8fb-7bc5830f58d1	variability_open	You can find (a/an) jacket which is warm. (A/an) jacket is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	97298ed0-e05b-4f1e-8395-6ae64a583b99	creative	I could say (a/an) jacket is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	10f98a71-5f8f-41ee-a6a6-fa7639cb46cc	rare	I think (a/an) jacket can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	388e6528-5554-4fcc-b17e-f9d78a182dfb	impossible	I think it is impossible for (a/an) jacket to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	neg/pos/pos	uncertain	jacket	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	b398e026-32d4-4744-8dcc-d03233d0e034	unusual	Usually, (a/an) jacket is not warm, but there could be a highly unusual situation in which (a/an) jacket is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	pos	not_certain	boot	perceptual	cslb	1827b50f-3147-477c-a112-ece1cf57dae5	implied_category	I know that (a/an) boot is warm as most or all other things similar to (a/an) boot are warm. 	alcoholic	merlot	alcoholic	lemonade	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 
warm	pos	not_certain	boot	perceptual	cslb	b3f03327-f206-46ff-abe8-391346ffe0b6	typical_of_property	``Boot'' is one of the first things which come to mind when I hear ``warm' because (a/an) boot is a typical example of things which are warm'. 	colorful	rainbow	white	dress	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 
warm	pos	not_certain	boot	perceptual	cslb	f6026b76-5a2b-45b0-a5fa-4056f01eea66	affording_activity	I know that being warm is necessary for many things (a/an) boot does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	pos	not_certain	boot	perceptual	cslb	dac1e174-7fec-45ec-90d6-90b7dfb5aef2	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``boot' because warm is one of the typical qualities of (a/an) boot'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
warm	pos	not_certain	boot	perceptual	cslb	91c302fd-6376-4bc4-bf8b-f3d16bb451fb	variability_limited	You can find (a/an) boot which is warm. (A/an) boot is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	not_certain	boot	perceptual	cslb	8078f0c6-d89a-479c-bf23-4a7b94b8eb75	variability_open	You can find (a/an) boot which is warm. (A/an) boot is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	pos	not_certain	boot	perceptual	cslb	4609d2bd-8b40-4774-bb34-4294d05cddcf	creative	I could say (a/an) boot is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	pos	not_certain	boot	perceptual	cslb	89f2e6a9-00f7-4deb-8856-f6be5ef5decc	rare	I think (a/an) boot can be warm, but this is rare or uncommon.	spicy	cake	transparent	window	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.
warm	pos	not_certain	boot	perceptual	cslb	e7e378da-782e-42a5-8c69-a697872fc667	impossible	I think it is impossible for (a/an) boot to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	pos	not_certain	boot	perceptual	cslb	4ceb4c54-6dfd-49cb-8064-9c3f0a15d2b7	unusual	Usually, (a/an) boot is not warm, but there could be a highly unusual situation in which (a/an) boot is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	pos	not_certain	earmuff	perceptual	cslb	315cea95-faf6-4fc0-9d53-334a8c9a361c	implied_category	I know that (a/an) earmuff is warm as most or all other things similar to (a/an) earmuff are warm. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
warm	pos	not_certain	earmuff	perceptual	cslb	be3c66c6-dd5e-4bd1-ad58-ec097690f91f	typical_of_property	``Earmuff'' is one of the first things which come to mind when I hear ``warm' because (a/an) earmuff is a typical example of things which are warm'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
warm	pos	not_certain	earmuff	perceptual	cslb	e24d41b7-1bcf-4c3a-871f-c112e540f6ae	affording_activity	I know that being warm is necessary for many things (a/an) earmuff does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
warm	pos	not_certain	earmuff	perceptual	cslb	8e0d8229-eb4b-4324-ab8d-83681c35e225	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``earmuff' because warm is one of the typical qualities of (a/an) earmuff'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
warm	pos	not_certain	earmuff	perceptual	cslb	311777ac-96d6-4dbb-af58-725e440de1b2	variability_limited	You can find (a/an) earmuff which is warm. (A/an) earmuff is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	not_certain	earmuff	perceptual	cslb	6b3fcb8e-4615-4b13-9474-4fad61180aad	variability_open	You can find (a/an) earmuff which is warm. (A/an) earmuff is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	pos	not_certain	earmuff	perceptual	cslb	bd39570a-3b64-4b0a-a08d-5a3fd1e50227	creative	I could say (a/an) earmuff is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	pos	not_certain	earmuff	perceptual	cslb	16a0df8b-18d2-45ad-baff-dcd274d15c06	rare	I think (a/an) earmuff can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	pos	not_certain	earmuff	perceptual	cslb	953179fd-bb10-4c02-b9e8-34452560f16d	impossible	I think it is impossible for (a/an) earmuff to be warm.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
warm	pos	not_certain	earmuff	perceptual	cslb	21a99133-2dd6-4f89-9939-f327a9a4491a	unusual	Usually, (a/an) earmuff is not warm, but there could be a highly unusual situation in which (a/an) earmuff is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	neg/pos/pos	uncertain	cloak	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	68d93a10-d075-4835-854b-b8a2ea16e33c	implied_category	I know that (a/an) cloak is warm as most or all other things similar to (a/an) cloak are warm. 	alcoholic	merlot	alcoholic	lemonade	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 
warm	neg/pos/pos	uncertain	cloak	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	b71fb841-3adf-421f-b9ce-35e2a918684d	typical_of_property	``Cloak'' is one of the first things which come to mind when I hear ``warm' because (a/an) cloak is a typical example of things which are warm'. 	colorful	rainbow	white	dress	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 
warm	neg/pos/pos	uncertain	cloak	perceptual	wikipedia_sgns_model cslb wikipedia_sgns_model cslb	db70b7e5-fe59-4dd0-950e-9f42ce349bfb	affording_activity	I know that being warm is necessary for many things (a/an) cloak does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
