property	label	certainty	concept	collection	sources	quid	relation	question	prop_pos	concept_pos	prop_neg	concept_neg	example_pos	example_neg
warm	neg/pos	not_certain	sheepskin	perceptual	wikipedia_sgns_model	2c09d8f8-8607-4769-b621-4d7bcfceb828	rare	I think (a/an) sheepskin can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg/pos	not_certain	sheepskin	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model	6adcc42c-ff00-4d71-b1b8-cb20f23d9250	creative	I could say (a/an) sheepskin is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	1ba9a480-b79d-4825-8c32-8ea690de1630	implied_category	I know that (a/an) deerskin is warm as most or all other things similar to (a/an) deerskin are warm. 	sweet	chocoloate_bar	white	dress	I know that (a/an) chocoloate_bar is sweet as most or all other things similar to (a/an) chocoloate_bar are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	0b34d94a-cadc-4115-9a82-332fa05e44a8	affording_activity	I know that being warm is necessary for many things (a/an) deerskin does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	1e1ee0ad-17b6-4a03-9774-ef721003df90	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``deerskin' because warm is one of the typical temperatures of (a/an) deerskin'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	1599c43f-dd18-477c-b4fb-93685ab8a877	typical_of_property	``Deerskin'' is one of the first things which come to mind when I hear ``warm' because (a/an) deerskin is a typical example of things which are warm'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	2cbe382c-b628-4929-a0e5-5bd715c83f70	variability_open	You can find (a/an) deerskin which is warm. (A/an) deerskin is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	bfdebcd0-80c6-4460-b2c8-19faa8551716	variability_limited	You can find (a/an) deerskin which is warm. (A/an) deerskin is usually either warm or not warm. It cannot be a bit more or less warm.	frozen	pea	salty	soup	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	b895e164-ce1b-4eeb-a540-6a9101cc6f24	unusual	Usually, (a/an) deerskin is not warm, but there could be a highly unusual situation in which (a/an) deerskin is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	13ccbd62-9f5a-4fb8-8c7d-c56ec48a9afc	impossible	I think it is impossible for (a/an) deerskin to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg/pos	not_certain	deerskin	perceptual	wikipedia_sgns_model	6f7e088a-514b-4ff6-a664-292ad58286df	rare	I think (a/an) deerskin can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg/pos	not_certain	deerskin	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model	2379f404-8461-4410-8295-7c396f91c9cd	creative	I could say (a/an) deerskin is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	b4856144-3c22-490d-a531-2d0f54e4cd9d	implied_category	I know that (a/an) nightgown is warm as most or all other things similar to (a/an) nightgown are warm. 	alcoholic	merlot	alcoholic	lemonade	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	dc0a9ed8-9657-4039-aca8-cb18845b4b0c	affording_activity	I know that being warm is necessary for many things (a/an) nightgown does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	87575e35-0d75-43de-8413-8fc98ab3c0db	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``nightgown' because warm is one of the typical temperatures of (a/an) nightgown'.	heavy	rock	green	raspberry	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	eb6c452c-34ad-4999-ae23-e38d45444dbb	typical_of_property	``Nightgown'' is one of the first things which come to mind when I hear ``warm' because (a/an) nightgown is a typical example of things which are warm'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	7354a92c-ea1d-4263-bf9b-0bb2b73e9f40	variability_open	You can find (a/an) nightgown which is warm. (A/an) nightgown is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	237dace1-7c4f-457d-a3c9-81ca23d1b5ed	variability_limited	You can find (a/an) nightgown which is warm. (A/an) nightgown is usually either warm or not warm. It cannot be a bit more or less warm.	liquid	substance	sharp	knife	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	c1313515-35bd-4137-b8fc-11345a40b506	unusual	Usually, (a/an) nightgown is not warm, but there could be a highly unusual situation in which (a/an) nightgown is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	b9298ef8-683e-495e-878e-ae417a61d401	impossible	I think it is impossible for (a/an) nightgown to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg/pos	not_certain	nightgown	perceptual	wikipedia_sgns_model	21d70866-b86f-4cb5-b840-edb98ad1c21c	rare	I think (a/an) nightgown can be warm, but this is rare or uncommon.	spicy	cake	transparent	window	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.
warm	neg/pos	not_certain	nightgown	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model	37a8ec08-9f9c-4b16-8f35-93133bb6f317	creative	I could say (a/an) nightgown is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	6375160b-552d-4a51-8554-5176f1d63f9d	implied_category	I know that (a/an) undershirt is warm as most or all other things similar to (a/an) undershirt are warm. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	66970d87-4ca8-4ad6-ad78-77690669c761	affording_activity	I know that being warm is necessary for many things (a/an) undershirt does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	7395aea1-ec66-4b77-ae2d-8ae59b11089c	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``undershirt' because warm is one of the typical temperatures of (a/an) undershirt'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	9510cd80-51c6-4184-8089-a92005623fd6	typical_of_property	``Undershirt'' is one of the first things which come to mind when I hear ``warm' because (a/an) undershirt is a typical example of things which are warm'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	c241424a-32b6-4cf9-8270-8c175fcf1aec	variability_open	You can find (a/an) undershirt which is warm. (A/an) undershirt is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	21a7d479-9159-47a7-9f2d-94466f38da79	variability_limited	You can find (a/an) undershirt which is warm. (A/an) undershirt is usually either warm or not warm. It cannot be a bit more or less warm.	liquid	substance	sharp	knife	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	c3e5832e-2e14-463d-936c-8429a6b5661d	unusual	Usually, (a/an) undershirt is not warm, but there could be a highly unusual situation in which (a/an) undershirt is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	a4d8a7be-fb84-4c69-aafe-9f74fe02859f	impossible	I think it is impossible for (a/an) undershirt to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	neg/pos	not_certain	undershirt	perceptual	wikipedia_sgns_model	3ec108d0-3632-4945-9c48-23f0b6cf4b43	rare	I think (a/an) undershirt can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg/pos	not_certain	undershirt	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model	e70aef18-7413-4f70-be3a-8d581eaba0cf	creative	I could say (a/an) undershirt is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	48232a78-a839-4c25-b906-42890ae79409	implied_category	I know that (a/an) flannel is warm as most or all other things similar to (a/an) flannel are warm. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	8bf2234f-5e32-4378-ac90-cda7a8cf5218	affording_activity	I know that being warm is necessary for many things (a/an) flannel does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	00985355-a6bc-4d0d-80c4-b3768ef922f4	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``flannel' because warm is one of the typical temperatures of (a/an) flannel'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	39e2d9a5-4134-4bcf-95ea-bca90cde3e5c	typical_of_property	``Flannel'' is one of the first things which come to mind when I hear ``warm' because (a/an) flannel is a typical example of things which are warm'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	7996df15-1098-4539-a91a-1fda5164be92	variability_open	You can find (a/an) flannel which is warm. (A/an) flannel is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	9673d0ae-2e97-42a9-be55-28e94c672170	variability_limited	You can find (a/an) flannel which is warm. (A/an) flannel is usually either warm or not warm. It cannot be a bit more or less warm.	frozen	pea	salty	soup	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	930210ca-a25d-4588-b884-48bc47e7d6dd	unusual	Usually, (a/an) flannel is not warm, but there could be a highly unusual situation in which (a/an) flannel is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	7c214370-c4a3-45ea-861a-156472fac116	impossible	I think it is impossible for (a/an) flannel to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg/pos	not_certain	flannel	perceptual	wikipedia_sgns_model wikipedia_sgns_model	26867f27-5e2e-41d2-881a-335814e5563b	rare	I think (a/an) flannel can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg/pos	not_certain	flannel	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model wikipedia_sgns_model	fd76ba24-dc70-4719-bf48-d39e79368b60	creative	I could say (a/an) flannel is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	0333c9ec-c56c-4d7c-a4e3-4e703ff8775f	implied_category	I know that (a/an) neckerchief is warm as most or all other things similar to (a/an) neckerchief are warm. 	sweet	chocoloate_bar	white	dress	I know that (a/an) chocoloate_bar is sweet as most or all other things similar to (a/an) chocoloate_bar are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	639cb814-53f2-4966-a7ed-eb4c1ba814fe	affording_activity	I know that being warm is necessary for many things (a/an) neckerchief does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	402b4ad7-fc17-4c49-9f9a-deaf614832b8	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``neckerchief' because warm is one of the typical temperatures of (a/an) neckerchief'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	73238ab7-586c-4be2-bfc8-42f28985ec6c	typical_of_property	``Neckerchief'' is one of the first things which come to mind when I hear ``warm' because (a/an) neckerchief is a typical example of things which are warm'. 	colorful	rainbow	white	dress	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	9ea0f9ed-2de2-4a4c-a26b-7dc42c9461bb	variability_open	You can find (a/an) neckerchief which is warm. (A/an) neckerchief is usually either warm, a bit more or less warm or the opposite of warm.	salty	soup	salty	strawberry	You can find (a/an) soup which is salty. (A/an) soup is usually either salty, a bit more or less salty or the opposite of salty.	You can find (a/an) strawberry which is salty. (A/an) strawberry is usually either salty, a bit more or less salty or the opposite of salty.
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	b7901e71-67b8-40e6-bd76-b6265724793c	variability_limited	You can find (a/an) neckerchief which is warm. (A/an) neckerchief is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	0ee222c9-f529-4e5e-815e-05e8a2fa3328	unusual	Usually, (a/an) neckerchief is not warm, but there could be a highly unusual situation in which (a/an) neckerchief is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	a9041b85-0af6-4c74-b2d6-fdda51b344a7	impossible	I think it is impossible for (a/an) neckerchief to be warm.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
warm	neg/pos	not_certain	neckerchief	perceptual	wikipedia_sgns_model	bd75cfef-ceca-4d7b-8767-4dc36252f2de	rare	I think (a/an) neckerchief can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	neg/pos	not_certain	neckerchief	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model	e295920b-45dd-49db-b0f1-fbee2a932bef	creative	I could say (a/an) neckerchief is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	1f91453d-88fe-4eb8-8d8d-56579e5849d1	implied_category	I know that (a/an) waistcoat is warm as most or all other things similar to (a/an) waistcoat are warm. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	9f83fb6b-a647-4fc6-a2ea-47ba4903ea40	affording_activity	I know that being warm is necessary for many things (a/an) waistcoat does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	7c38a44d-fde2-48d0-a527-99d710a5c709	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``waistcoat' because warm is one of the typical temperatures of (a/an) waistcoat'.	heavy	rock	bright	mug	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Bright'' is one for the first things which come to mind when I hear ``mug' because bright is one of the typical appearances of (a/an) mug'.
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	030674c9-b969-40c1-aa69-cc713e7209b6	typical_of_property	``Waistcoat'' is one of the first things which come to mind when I hear ``warm' because (a/an) waistcoat is a typical example of things which are warm'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	19f3e395-ca9d-47bb-8efc-98d8114661c4	variability_open	You can find (a/an) waistcoat which is warm. (A/an) waistcoat is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	f7f835e2-bb96-4dbf-b726-69c77dbfa750	variability_limited	You can find (a/an) waistcoat which is warm. (A/an) waistcoat is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	b95aa781-5d66-4129-b61b-658f4e882b8e	unusual	Usually, (a/an) waistcoat is not warm, but there could be a highly unusual situation in which (a/an) waistcoat is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	c4b56c27-74d7-489d-8660-6de857bf6021	impossible	I think it is impossible for (a/an) waistcoat to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	neg/pos	not_certain	waistcoat	perceptual	wikipedia_sgns_model wikipedia_sgns_model	42812e62-651b-4791-9768-a78be76c2a63	rare	I think (a/an) waistcoat can be warm, but this is rare or uncommon.	spicy	cake	transparent	window	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.
warm	neg/pos	not_certain	waistcoat	"perceptual_scale
perceptual_scale
perceptual_scale"	wikipedia_sgns_model wikipedia_sgns_model	8bbd24b7-16d0-4509-a15b-90d2f556cf2b	creative	I could say (a/an) waistcoat is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
